domain1,N_vectensis,T_adhaerens,C_elegans,D_melanogaster,L_gigantea,Sea_urchin,B_floridae,C_intestinalis,P_marinus,D_rerio,T_rubripes,X_tropicalis,G_gallus,M_musculus,H_sapiens,
PF13854,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00095,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF06473,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,
PF00520,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF07885,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00335,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF05028,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF05240,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,
PF01697,1,0,1,1,1,1,0,0,1,1,1,1,0,0,0,
PF04515,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF13419,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF12710,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF13242,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00635,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF15238,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,
PF00168,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00616,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00779,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,
PF00622,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF12937,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00646,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00754,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF04998,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF04997,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF00623,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF04992,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF04990,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,
PF04983,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF05000,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF11715,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF02996,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF13570,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF07494,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,
PF11211,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,
PF05372,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
PF01432,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF02574,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF03227,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF01822,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF05920,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF09964,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
PF00078,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,
PF13401,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00002,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF01825,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF16489,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF03142,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,
PF03193,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF13243,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,
PF13249,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,
PF00432,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00118,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF06591,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
PF13588,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
PF00105,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00104,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF04728,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,
PF04899,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
PF01399,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF10034,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00149,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF13632,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF15073,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,
PF03639,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,
PF09366,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
PF11914,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,
PF07700,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF08017,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,
PF04286,1,1,0,0,1,0,1,0,0,1,0,1,1,1,0,
PF08125,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
PF00004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF07728,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF07724,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF13191,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF01078,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF13238,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF05496,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF06068,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF02359,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF02367,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF13671,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF06745,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF07726,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF05729,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00910,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF13604,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF02933,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF13173,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF13479,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF10505,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,
PF00166,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF03031,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF02252,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,
PF02251,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,
PF00876,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,
PF01436,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF17170,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF08450,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF10282,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,
PF06888,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,
PF04849,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF12679,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,
PF00248,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF17078,1,0,0,1,1,1,0,1,0,1,1,1,0,0,1,
PF02793,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF01145,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00501,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF06464,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF05120,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,
PF00652,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00535,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF02709,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF14200,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00147,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00110,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF05383,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF04505,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,
PF13828,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,
PF00822,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF03595,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,
PF13903,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00743,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF13434,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF13450,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF14226,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,
PF04757,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF13639,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF15227,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF12678,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF08336,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF02197,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF08613,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF07139,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,
PF00067,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF14863,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,
PF14853,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00481,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF13672,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF03097,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF13949,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF14793,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
PF10106,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,
PF14679,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,
PF15022,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,
PF00488,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF05192,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF05188,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF05190,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF16661,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF10996,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF05055,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,
PF00487,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00173,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00514,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF13646,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF11698,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF13513,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF02985,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF11701,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF04826,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF12717,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF12755,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF07779,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,
PF05743,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF01030,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00757,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF14843,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF03564,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,
PF00860,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF15123,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,
PF02214,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF05290,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF12861,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00011,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF13640,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF03336,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
PF00431,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF13908,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF05470,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,
PF01607,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,
PF01602,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF09066,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF02883,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF12719,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF12348,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF12783,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00560,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF13516,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF13306,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00024,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF08276,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,
PF17292,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF03531,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF08512,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF13959,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF02825,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00244,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF10914,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,
PF00058,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00057,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF14670,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF16472,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF01159,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF05347,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF13233,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00225,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF16796,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF03441,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,
PF00875,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,
PF12330,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF13704,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF02493,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF01728,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF11861,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF12815,1,1,1,1,1,0,1,0,1,0,0,0,1,1,1,
PF02421,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF04548,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF02492,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF05486,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,
PF14835,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF10218,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,
PF08598,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,
PF00628,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF04511,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00566,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF04258,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF13589,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF07496,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,
PF00812,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF16921,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF09371,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF12836,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00575,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF14639,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF14635,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF01012,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00766,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF00219,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00907,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00075,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF14940,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,
PF00375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00010,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00210,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF13385,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF10500,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF01066,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00091,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF03953,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF14881,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF15692,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,
PF01363,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF17032,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,
PF01166,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00177,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF01411,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF01031,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF02212,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00136,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF08996,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF03104,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF12254,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,
PF14644,1,1,0,0,1,1,1,1,0,1,0,1,0,1,1,
PF07850,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,
PF07973,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00292,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF16367,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF05477,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,
PF01479,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF13764,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF04124,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF08700,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF02291,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF15630,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF15511,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00125,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00433,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF15456,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,
PF15346,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,
PF14622,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF00636,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00035,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF09451,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,
PF02157,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,
PF01596,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,
PF13578,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF03602,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00441,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF02770,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF02771,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF08028,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF04762,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00617,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF04388,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,
PF13918,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,
PF01120,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF16757,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF00041,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF16656,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF16893,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF10179,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00151,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,
PF02005,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00443,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF13423,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF05301,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,
PF01694,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00856,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF16014,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,
PF05605,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF16293,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,
PF13913,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF04241,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,
PF02762,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF02761,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF13561,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF13193,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF10211,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF01084,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00063,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF06294,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,
PF05478,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF01442,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF07464,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,
PF16746,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF02990,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF10018,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00007,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF13890,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF16186,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF01749,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF03224,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF14643,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,
PF10192,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,
PF06814,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF06565,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF05721,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00331,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
PF01398,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF14464,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF03665,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF03124,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,
PF07859,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00135,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF12697,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00326,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF02586,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,
PF00642,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00120,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF03951,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF11822,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF04493,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,
PF03028,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF08393,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF08385,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF12774,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF12781,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF12780,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF12777,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF12775,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00437,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00158,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF17004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF13986,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
PF08641,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,
PF13893,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF16842,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF08675,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF05172,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00686,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,
PF01549,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,
PF07258,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF06816,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00066,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF07684,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00090,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF01412,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF01238,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF08328,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
PF03735,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,
PF00648,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF01067,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF00957,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF16165,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
PF09723,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,
